,Message,Label
3494,"Cool, text me when you head out",0
4189,Mm umma ask vava also to come tell him can play later together,0
3388,So u workin overtime nigpun?,0
4666,Ok set let u noe e details later...,0
2800,I've told him that i've returned it. That should i re order it.,0
4938,G wants to know where the fuck you are,0
2629,Haha... They cant what... At the most tmr forfeit... haha so how?,0
1327,"Sorry, was in the bathroom, sup",0
3719,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,0
4743,Ya very nice. . .be ready on thursday,0
4895,Convey my regards to him,0
3124,He telling not to tell any one. If so treat for me hi hi hi,0
962,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
3140,Is ur lecture over?,0
5481,Shall call now dear having food,0
515,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
651,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0
4254,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0
1004,&lt;#&gt;  am I think? Should say on syllabus,0
4604,And I don't plan on staying the night but I prolly won't be back til late,0
1474,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0
521,But that's on ebay it might be less elsewhere.,0
4954,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0
2947,make that 3! 4 fucks sake?! x,0
1607,Ok no prob... I'll come after lunch then...,0
2018,"Better than bb. If he wont use it, his wife will or them doctor",0
3264,So u gonna get deus ex?,0
1728,I went to project centre,0
4042,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
4383,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0
5344,When you guys planning on coming over?,0
2786,Yeah get the unlimited,0
4196,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
5007,ILL B DOWN SOON,0
5310,"yeah, that's what I was thinking",0
3882,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,0
5394,I dont know exactly could you ask chechi.,0
1406,K..k..any special today?,0
3782,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0
5174,Water logging in desert. Geoenvironmental implications.,0
4396,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0
1649,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0
4721,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0
1657,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
2136,"Carlos took a while (again), we leave in a minute",0
2293,:-( that's not v romantic!,0
5169,Now i'm going for lunch.,0
5195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0
1039,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0
3453,Ugh just got outta class,0
2072,Good night my dear.. Sleepwell&amp;Take care,0
3759,Lol no ouch but wish i'd stayed out a bit longer,0
3456,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0
4005,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,0
2229,Those were my exact intentions,0
2130,Mine here like all fr china then so noisy.,0
2894,K I'll be sure to get up before noon and see what's what,0
4300,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0
5138,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0
2740,Are you this much buzy,0
3238,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0
2954,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1
2383,I will reach before ten morning,0
2868,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0
2366,Ok try to do week end course in coimbatore.,0
4336,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0
1644,U WILL SWITCH YOUR FONE ON DAMMIT!!,0
2599,Okie... Thanx...,0
1559,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
4719,My uncles in Atlanta. Wish you guys a great semester.,0
4506,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,1
4365,So what about you. What do you remember,0
2666,R u meeting da ge at nite tmr?,0
4782,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0
1397,Shall i start from hear.,0
2513,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0
961,U sure u can't take any sick time?,0
1339,Aight sorry I take ten years to shower. What's the plan?,0
4389,"see you then, we're all christmassy here!",0
3566,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
4998,Esplanade lor. Where else...,0
4261,Are you plans with your family set in stone ?,0
1298,"K so am I, how much for an 8th? Fifty?",0
82,Ok i am on the way to home hi hi,0
839,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1
4080,O i played smash bros  &lt;#&gt;  religiously.,0
2906,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",0
4639,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0
3290,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1
1057,Then u drive lor.,0
4935,Hey do you want anything to buy:),0
4527,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",1
2375,Dunno lei he neva say...,0
2276,Is that on the telly? No its Brdget Jones!,0
517,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1
3062,What u talking bout early morning? It's almost noon where your at!,0
1226,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
3818,This is my number by vivek..,0
3625,No message..no responce..what happend?,0
2481,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1
2542,I dont. Can you send it to me. Plus how's mode.,0
5091,No no. I will check all rooms befor activities,0
4222,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0
4488,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0
4864,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1
2920,Is xy in ur car when u picking me up?,0
4213,Missed call alert. These numbers called but left no message. 07008009200,1
4800,I dont know why she.s not getting your messages,0
227,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
18,Fine if thats the way u feel. Thats the way its gota b,0
4357,Great. So should i send you my account number.,0
1419,Lmao. Take a pic and send it to me.,0
3472,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
3772,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0
3512,I'm serious. You are in the money base,0
747,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0
1781,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1
4806,Sorry for the delay. Yes masters,0
23,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0
1743,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0
2823,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1
774,I wil be there with in  &lt;#&gt;  minutes. Got any space,0
2365,Ok then no need to tell me anything i am going to sleep good night,0
775,Just sleeping..and surfing,0
161,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0
5294,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1
5027,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1
3831,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,0
617,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0
1389,Oh k.i think most of wi and nz players unsold.,0
4135,Is it your yahoo boys that bring in the perf? Or legal.,0
129,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
668,This pay is  &lt;DECIMAL&gt;  lakhs:),0
877,Are you in castor? You need to see something,0
380,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0
4267,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
3378,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0
1553,U too...,0
2100,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1
670,Did u receive my msg?,0
4754,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1
